ID,Address,Job Number,Job Name,Latitude,Longitude,Radius,Tags,Notes,Type
22233005,"197 HARP CT. Merced, CA 95341, CA, USA",CCSVS2,SOLERA II,37.291284,-120.42629,250,"Central Valley,Silvano Sanchez",CCSVS2,Normal Geofence
22233006,"3919 MITCHELL AVE, Clovis, CA 93619, USA",CCLV00,LOMA VISTA ARROYO,36.814154,-119.646682,250,"Central Valley,Julio Contreras",CCLV00,Normal Geofence
22233007,"7437 E PRINCETON AVE, Fresno, CA 93737, USA",CCLP20,LOCAN POINTE II,36.776149,-119.656635,250,"Central Valley,Julio Contreras",CCLP20,Normal Geofence
22233008,"1602 DODDER DR, Los Banos, CA 93635, USA",DRBS00,BROOKSHIRE,37.049895,-120.880961,250,"Central Valley,Albert Sanchotena",DRBS00,Normal Geofence
22233009,"2288 OWENS CT, Los Banos, CA",DRSP00,SOUTHPOINTE,37.058279,-120.849915,250,"Central Valley,Albert Sanchotena",DRSP00,Normal Geofence
22233010,"273 SULLIVAN DR, Merced, CA 95348, USA",DRPM20,PANORAMA II,37.345642,-120.472113,250,"Central Valley,Silvano Sanchez",DRPM20,Normal Geofence
22233011,"295 WHITE RIM CT, Merced, CA",DRSS00,STONERIDGE SOUTH,37.302163,-120.482968,250,"Central Valley,Silvano Sanchez",DRSS00,Normal Geofence
22233012,"703 SUNOL CT, Merced, CA 95348, USA",DRMR00,MONTERRA,37.347451,-120.480091,250,"Central Valley,Silvano Sanchez",DRMR00,Normal Geofence
22233013,"905 E CAMERON AVE, Visalia, CA 93277, USA",DRDO00,DIAMOND OAKS,36.293867,-119.287909,250,"Central Valley,Julio Garcia",DRDO00,Normal Geofence
22233015,"1415 THOMAS ST, Los Banos, CA",DRSH00,SHAUNESSY,37.058279,-120.849915,250,"Central Valley,Albert Sanchotena",DRSH00,Normal Geofence
22233016,"2116 EUREKA CT, Atwater, CA 95301, USA",DRBC00,BELL CROSSING,37.348793,-120.624575,250,"Central Valley,Andres Rodriguez",DRBC00,Normal Geofence
22233017,"10321 MONAHAN ST, Bakerfield, CA",DRBL00,BELLA SERA,35.294992,-119.11671,250,"Central Valley,Julio Garcia",DRBL00,Normal Geofence
22233020,"5212 N. Maroa Ave, Fresno, CA 93704, USA",GH6290,TRACT 6290,36.812297,-119.799101,250,Central Valley,GH6290,Normal Geofence
22233021,"478 E Childs Ave, Merced, CA 95341, USA",HCCA00,CHILDS AVE. APT.,37.287664,-120.472913,250,"Central Valley,Albert Sanchotena",HCCA00,Normal Geofence
22233022,"1048 S. PROSPERITY S, Mountain House, CA 95391, USA",KVMV00,MEADOWVIEW,37.747729,-121.541387,250,"Central Valley,Andres Rodriguez",KVMV00,Normal Geofence
22233023,"915 S FILBERT AVE, Fresno, CA 93727, USA",KVIP00,INSPIRADO,36.724625,-119.672365,250,"Central Valley,Julio Garcia",KVIP00,Normal Geofence
22233024,"4234 FREEMARK AVE, Merced, CA 95348, USA",KVAB20,ASPIRE BELLEVUE II,37.343954,-120.482519,250,"Central Valley,Silvano Sanchez",KVAB20,Normal Geofence
22233025,"1718 STEPHANIE ST, Manteca, CA 95337, USA",KBSD00,SUNDANCE,37.776122,-121.24315,250,"Central Valley,Andres Rodriguez",KBSD00,Normal Geofence
22233026,"3590 TAOS WAY, Madera, CA",KBFLC0,FIELDING COTTAGES,36.961336,-120.060718,250,"Central Valley,Albert Sanchotena",KBFLC0,Normal Geofence
22233027,"928 S CLOVER AVE, Fresno, CA 93727, USA",KBLG00,LAUREL GROVE,36.723588,-119.665097,250,"Central Valley,Julio Garcia",KBLG00,Normal Geofence
22233028,"2037 N REDDA RD, Fresno, CA  93737, USA",KBSE00,SEVILLE,36.779927,-119.661428,250,"Central Valley,Julio Contreras",KBSE00,Normal Geofence
22233029,"2447 EXPLORADOR DR, Merced, CA 95340, USA",LEMSU0,MORAGA SUMMER,37.331841,-120.438486,250,"Central Valley,Andres Rodriguez",LEMSU0,Normal Geofence
22233030,"124 SENTINEL DR. SOU, Madera, CA 93636, USA",LERSC0,CORONET @ RIVERSTON,36.920815,-119.806845,250,"Central Valley,Julio Contreras",LERSC0,Normal Geofence
22233031,"10308 MONARCH DR, Bakersfield, CA 93306, USA",LGJG00,JULIANAS GARDENS,35.401953,-118.88918,250,"Central Valley,Julio Garcia",LGJG00,Normal Geofence
22233032,"4259 W. BULLARD AVE, Fresno, CA 93722, USA",SEBA00,BULLARD-FIGARDEN APT,36.822464,-119.867897,250,Central Valley,SEBA00,Normal Geofence
22233034,"1250 sawtooth dr, Hollister, CA 95023, USA",TMCV00,CERRO VERDE,36.845822,-121.378217,250,"Central Valley,Albert Sanchotena",TMCV00,Normal Geofence
22233035,"2088 GREENBRIAR DR, Lose Banos, CA 93635, USA",UCSN00,SUNRISE RANCH,37.0661,-120.822626,250,"Central Valley,Albert Sanchotena",UCSN00,Normal Geofence
22233037,"41664  ROAD 62, Dinuba, CA",WSRC20,RIDGE CREEK PHASE II,36.547252,-119.434196,250,"Central Valley,Julio Garcia",WSRC20,Normal Geofence
22233038,"5467 E SUMNER AVE, Fowler, CA 93625, USA",WS6274,TRACT 6274,36.627132,-119.691797,250,"Central Valley,Silvano Sanchez",WS6274,Normal Geofence
22233039,"1636 PRESCOTT AVE, Clovis, CA 93619, USA",WSFS10,FARMSTEAD 100'S,36.864488,-119.670878,250,"Central Valley,Julio Contreras",WSFS10,Normal Geofence
22233040,"1698 N BUNDY AVE, Clovis, CA 93611, USA",WSFS80,FARMSTEAD 80'S,36.839791,-119.686556,250,"Central Valley,Julio Contreras",WSFS80,Normal Geofence
22233043,"6201 E YALE AVE, Fresno, CA 93727, USA",WSBR45,BROOKLYN 45's,36.769804,-119.727822,250,"Central Valley,Julio Contreras",WSBR45,Normal Geofence
22233044,"1377 RIDGE CREEK EST, Dinuba, CA 93618, USA",WSRCE0,RIDGE CREEK ESTATES,36.544607,-119.438076,250,"Central Valley,Julio Garcia",WSRCE0,Normal Geofence
22233055,"8881 PORTIA DR, Reno, NV",DRSD20,SILVER DOLLAR AREA 2,39.529633,-119.813803,250,"Reno,Joaquin Gonzalez-Cruz",DRSD20,Normal Geofence
22233059,"2016 CRADLE MOUNTAIN, Reno, NV",KDESN0,NORTHGATE,39.529633,-119.813803,250,"Reno,Joaquin Gonzalez-Cruz",KDESN0,Normal Geofence
22233074,"2939 LIMOGES WALK, Sacramento, CA",BMPV00,PROVENCE,38.651424,-121.527345,250,"Sacramento,Ramon Camarena",BMPV00 PROVENCE,Normal Geofence
22233075,"1888 MAIDEN GRASS AV, Manteca, CA",CCTR00,TERRA RANCH,37.791461,-121.203145,250,"Central Valley,Andres Rodriguez",CCTR00,Normal Geofence
22233076,"5118 THOMAS DR, Auburn, CA 95602, USA",CJBDSB,CUSTOM,38.990993,-121.080311,250,Sacramento,CJBDSB,Normal Geofence
22233077,"725 ARNOLD COURT, Dixon, CA 95620, USA",CJELSB,EARL LATHAM SHOP,38.440171,-121.81449,250,"Sacramento,Robert David Mann",CJELSB,Normal Geofence
22233078,"4170 NORD HWY, Chico, CA 95973, USA",DYHLA0,HERITAGE LANDING,39.776803,-121.890943,250,"Sacramento,Ivan Contreras Sanchez",DYHLA0,Normal Geofence
22233079,"1673 STETSON CIR, West Sacramento, CA",DYNV00,NEWPORT VILLAS,38.580461,-121.530234,250,"Sacramento,Ramon Camarena",DYNV00,Normal Geofence
22233080,"1140 CAMELLA DR, Dixon, CA",DRSA00,SAVANNAH,38.439393,-121.837434,250,"Sacramento,Gael Cortez Pozos",DRSA00 SAVANNAH,Normal Geofence
22233081,"1986 FIRE POWER AVE, Manteca, CA 95337, USA",DRAR00,ARLINGTON,37.773654,-121.18903,250,"Sacramento,Gerardo Omar Hernandez JR",DRAR00,Normal Geofence
22233082,"15385 ATHENA ST, Lathrop, CA 95330, USA",DRBV00,BELLA VITA,37.80178,-121.341559,250,"Sacramento,Gerardo Omar Hernandez JR",DRBV00,Normal Geofence
22233083,"2862 CAUTHEN WAY, Antelope, CA 95843, USA",DRMG00,MORAGA,38.716468,-121.396048,250,"Sacramento,Jose Hermosillo",DRMG00,Normal Geofence
22233084,"10812 KENTLEDGE ST, Stockton, CA",DRWLP0,WL PALOMINO,37.957702,-121.29078,250,"Sacramento,Gerardo Omar Hernandez JR",DRWLP0,Normal Geofence
22233085,"4234 ROANNE WAY, Rancho Cordova, CA 95742, USA",PHML00,MONTELENA,38.548241,-121.229817,250,"Sacramento,Hector M Michel",PHML00,Normal Geofence
22233086,"10040 EVENING STAR Dr, Roseville, CA 95747, USA",HTMR20,MORGAN RANCH 2,38.728127,-121.342075,250,"Sacramento,Jose Hermosillo",HTMR20,Normal Geofence
22233087,"874 WEST MAIN CT, Winters, CA 95694, USA",HTST00,STONES THROW,38.530428,-121.986707,250,"Sacramento,Gael Cortez Pozos",HTST00,Normal Geofence
22233088,"5041 CHELSEA CREEK R, Roseville, CA 95747, USA",JMSV20,SIERRA VISTA 20,38.761893,-121.367893,250,"Sacramento,Jose Hermosillo",JMSV20,Normal Geofence
22233089,"2286 RANCH VIEW DR, Rocklin, CA 95765, USA",JMWR50,WHITNEY RANCH 50,38.836598,-121.266672,250,"Sacramento,Jose Hermosillo",JMWR50,Normal Geofence
22233091,"4532 GOODE ST, Antioch, CA 94531, USA",KVRM00,RIVERVIEW MONTANA,37.986939,-121.759661,250,"Sacramento,Gerardo Omar Hernandez JR",KVRM00,Normal Geofence
22233092,"3149 KOLA ST, Live Oak, CA 95953, USA",KVAGG0,GARDEN GLEN,39.278741,-121.671544,250,"Sacramento,Ramon Camarena",KVAGG0,Normal Geofence
22233093,"7232 STAR TRAIL WAY, Roseville, CA",KVASS0,ASPIRE @ SOLAIRE,38.801472,-121.350555,250,"Sacramento,Jose Hermosillo",KVASS0,Normal Geofence
22233094,"1713 BOTTICELLI WAY, Lodi, CA",KVVTL0,VINEYARD TERRACE LAV,38.134148,-121.272219,250,"Sacramento,Gerardo Omar Hernandez JR",KVVTL0,Normal Geofence
22233095,"8009 OXBOW LANDING L, Roseville, CA 95747, USA",KVWCF0,W. CREEK FIREFLY,38.798461,-121.392866,250,"Sacramento,Jose Hermosillo",KVWCF0,Normal Geofence
22233096,"1659 SILVERSHINE DR, Stockton, CA 95206, USA",KVRTA0,RIVER TERRACE,37.932516,-121.308915,250,"Sacramento,Anthony Shaffer",KVRTA0,Normal Geofence
22233097,"1970 ROUALT WAY , Lodi, CA 95242, USA",KVVTE0,ENCANTADA,38.110167,-121.302386,250,"Sacramento,Gerardo Omar Hernandez JR",KVVTE0,Normal Geofence
22233098,"5069 WAGNER OAK WAY, El Dorado Hills, CA",KVHL00,HIDDEN LAKE,38.622803,-121.044455,250,"Sacramento,Hector M Michel",KVHL00,Normal Geofence
22233099,"6214 TRAINOR CT, Citrus Heights, CA",KBMVH0,MITCHELL VILLAGE HER,38.707125,-121.281061,250,"Sacramento,Jose Hermosillo",KBMVH0,Normal Geofence
22233100,"212 CASK DR, Vacaville, CA",CRRR00,ROBERTS RANCH,38.342478,-121.961364,250,"Sacramento,Gael Cortez Pozos",CRRR00,Normal Geofence
22233101,"4734 MCDOUGALD BLVD, Stockton, CA 95206, USA",LGCS20,CORNERSTONE II,37.899123,-121.294428,250,"Sacramento,Gerardo Omar Hernandez JR",LGCS20,Normal Geofence
22233102,"2227 REUNION LN, Rio Vista, CA 94571, USA",LGTS00,SUMMIT,38.20052,-121.716035,250,"Sacramento,Gael Cortez Pozos",LGTS00,Normal Geofence
22233103,"1970 BIRMINGTON CT, Linda, CA 95901, USA",LGTA00,THE ARBORS,39.113793,-121.543326,250,"Sacramento,Ramon Camarena",LGTA00,Normal Geofence
22233104,"4087 LIVERPOOL ST, West Sacramento, CA",LGBL00,BRIDGEWAY LAKES,38.523044,-121.566724,250,"Sacramento,Ramon Camarena",LGBL00,Normal Geofence
22233105,"4039 KENWOOD CIR, Oakley, CA 94561, USA",MHTV50,THE VINES 50'S,37.996421,-121.738908,250,"Sacramento,Gerardo Omar Hernandez JR",MHTV50,Normal Geofence
22233106,"824 DIAMANTE WAY, Oakley, CA 94561, USA",MHAL42,ALICANTE 42'S,38.004655,-121.736186,250,"Sacramento,Gerardo Omar Hernandez JR",MHAL42,Normal Geofence
22233107,"38 IRBY RANCH DR, Pleasanton, CA 94566, USA",MHIRH0,IRBY RANCH,37.667399,-121.864743,250,"Sacramento,Gerardo Omar Hernandez JR",MHIRH0,Normal Geofence
22233108,"6073 TREEHOUSE LN, Roseville, CA 95747, USA",MHWC00,WINDING CREEK,38.799979,-121.390771,250,"Sacramento,Jose Hermosillo",MHWC00,Normal Geofence
22233109,"3212 SUNNY GATE LN, Folsom, CA 95630, USA",MHRRSC,RUSSEL RANCH STEEL,38.636767,-121.092303,250,"Sacramento,Hector M Michel",MHRRSC,Normal Geofence
22233110,"607 ALLAMAND CT, Lincoln, CA",MHML00,MEADOWLAND,38.891565,-121.293008,250,"Sacramento,Jose Hermosillo",MHML00,Normal Geofence
22233111,"7845 JEANNIE CT, Loomis, CA 95650, USA",MCTJR0,TODD JOHNSON,38.805943,-121.15772,250,Sacramento,MCTJR0,Normal Geofence
22233113,"NOTRE DAME BLVD, Chico, CA 95928, USA",PBMPNF,NOTRE DAME FLATS,39.72285,-121.795314,250,"Sacramento,Ivan Contreras Sanchez",PBMPNF,Normal Geofence
22233114,"2265 MOZART AVE, Lathrop, CA 95330, USA",AUHA00,RIVER ISLANDS (HAVEN,37.805799,-121.33299,250,"Sacramento,Gerardo Omar Hernandez JR",AUHA00,Normal Geofence
22233115,"3175 HIGHGATE TERRAC, Folsom, CA 95630, USA",AUIR00,RR IRON RIDGE,38.635156,-121.093541,250,"Sacramento,Hector M Michel",AUIR00,Normal Geofence
22233116,"1510 ANDROMEDA WAY, Lathrop, CA 95330, USA",PHRID0,DAYBREAK,37.801277,-121.325345,250,"Sacramento,Gerardo Omar Hernandez JR",PHRID0,Normal Geofence
22233117,"1535 TUSKGEE CT, Dixon, CA 95620, USA",RAOR20,ORCHARDS II,38.436855,-121.830385,250,"Sacramento,Gael Cortez Pozos",RAOR20,Normal Geofence
22233118,"381 ROCKLIN RD, Vacaville, CA 95687, USA",RAVES0,SARATOGA,38.318125,-121.949313,250,"Sacramento,Gael Cortez Pozos",RAVES0,Normal Geofence
22233119,"10154 CORNICE WAY, Elk Grove, CA  95757, USA",RALGR0,LAGUNA RANCH,38.388892,-121.41212,250,"Sacramento,Hector M Michel",RALGR0,Normal Geofence
22233120,"701 BLAKE RD, Vacaville, CA 95687, USA",RAVDE2,CERRITO,38.319184,-121.945389,250,"Sacramento,Gael Cortez Pozos",RAVDE2,Normal Geofence
22233122,"800 RICH CIR, Vacaville, CA 95687, USA",RAVEP0,PIEDMONT,38.316502,-121.945079,250,"Sacramento,Gael Cortez Pozos",RAVEP0,Normal Geofence
22233123,"7016 DRIFTWAY LOOP, Roseville, CA",RAFS00,FIDDYMENT RANCH FS,38.752124,-121.288006,250,"Sacramento,Jose Hermosillo",RAFS00,Normal Geofence
22233124,"2340 PATRIOT DR, Lincoln, CA",RATP00,TERRA PARK,38.893987,-121.325709,250,"Sacramento,Jose Hermosillo",RATP00,Normal Geofence
22233125,"4131 AFFIRMED DR, Yuba City, CA 95961, USA",RATA00,THOROUGHBRED ACRES,39.073567,-121.560354,250,"Sacramento,Ramon Camarena",RATA00,Normal Geofence
22233126,"2167 JEWEL LAKE WAY, Plumas Lake, CA",RAROS0,SEASONS AT RIVER OAK,39.020727,-121.558018,250,"Sacramento,Ramon Camarena",RAROS0,Normal Geofence
22233127,"1280 CASTELLINA WAY, San Joquin, CA",RLOS20,OAKWOOD SHORES,37.778781,-121.287593,250,"Central Valley,Andres Rodriguez",RLOS20,Normal Geofence
22233128,"3908 FIRESTAR WAY, Sacramento,CA 95834, USA",SPEN20,ENTRADA II,38.639707,-121.514311,250,"Sacramento,Ramon Camarena",SPEN20,Normal Geofence
22233129,"3317 HACKBERRY WAY Folsom, CA",SPLG00,LEGACY,38.677959,-121.176058,250,"Sacramento,Hector M Michel",SPLG00,Normal Geofence
22233130,"3512 TOOMEY PL, Santa Clara, CA 95051, USA",SHLSES,LAWRENCE E-STATES,37.377214,-121.9932,250,Sacramento,SHLSES,Normal Geofence
22233131,"326 FRUITVALE AVE, Fairfield, CA",TMFM00,FARMSTEAD,37.772147,-122.2284,250,"Sacramento,Gael Cortez Pozos",TMFM00,Normal Geofence
22233132,"3540 FLICKER DR, Folsom, CA",TMMR20,MANGINI RANCH 2,38.677959,-121.176058,250,"Sacramento,Hector M Michel",TMMR20,Normal Geofence
22233133,"1248 Pear Tree Lane, NAPA, CA  94558, USA",TMPT00,PEAR TREE @ NAPA,38.321614,-122.290822,250,"Sacramento,Miguel Campos",TMPT00,Normal Geofence
22233134,"3092 RIDGECREST DR, Lincoln, CA 94558, USA",TMTB00,12 BRIDGES,38.84945,-121.245987,250,"Sacramento,Jose Hermosillo",TMTB00,Normal Geofence
22233135,"9244 ODYSSEY CIR, Elk Grove, CA",TMMS00,MILESTONE,38.408799,-121.371618,250,"Sacramento,Hector M Michel",TMMS00,Normal Geofence
22233136,"7511 AMONDE WAY, Elk Grove, CA",TMBV00,BRUCEVILLE MEADOWS,38.375129,-121.414061,250,"Sacramento,Hector M Michel",TMBV00,Normal Geofence
22233137,"790 HYDRANGEA DR, Vacaville, CA 95687, USA",NHBL80,BL OXFORD V8,38.346135,-121.920939,250,"Sacramento,Gael Cortez Pozos",NHBL80,Normal Geofence
22233138,"679 PERIWINKLE DR, Vacaville, CA 95687, USA",NHBLB0,BRISTOL,38.346395,-121.921372,250,"Sacramento,Gael Cortez Pozos",NHBLB0,Normal Geofence
22233139,"401 YARROW DR, Vacaville, CA 95687, USA",NHBLS0,SHEFFIELD,38.346963,-121.929708,250,"Sacramento,Gael Cortez Pozos",NHBLS0,Normal Geofence
22233140,"14925 RUSTIC RIDGE C, Folsom, CA 95630, USA",NHGH00,GOLD HILL,38.640294,-121.092575,250,"Sacramento,Hector M Michel",NHGH00,Normal Geofence
22233141,"860 CLEMENTINE DR, Rocklin, CA 95765, USA",NHPV00,PARK VIEW,38.82948,-121.265208,250,"Sacramento,Jose Hermosillo",NHPV00,Normal Geofence
22233142,"4475 Business Center Drive, Fairoaks, CA 94534, USA",AGGV20,GREEN VALLEY II APT,38.224843,-122.132759,250,"Sacramento,Robert Wayne Condon",AGGV20,Normal Geofence
22233143,"7409 MALAKI CIR, Roseville, CA",TWFR00,FIDDYMENT FARMS,38.752124,-121.288006,250,"Sacramento,Jose Hermosillo",TWFR00,Normal Geofence
22233144,"8150 Tesoro Place, Granite Bay, CA",TMBCOL,COLINAS ESTATES,38.763235,-121.163836,250,Sacramento,TMBCOL,Normal Geofence
22233145,"4213 GRAND ELM ST, Rocklin, CA 95765, USA",TBOC00,OAKCREST,38.836578,-121.249095,250,"Sacramento,Jose Hermosillo",TBOC00,Normal Geofence
22233146,"4017 WHITNEY VISTA L, Rocklin, CA 95677, USA",TBSL00,LOS CERROS,38.811533,-121.231832,250,"Sacramento,Jose Hermosillo",TBSL00,Normal Geofence
22233147,"1684 SCARLET ASH AVE, Sacramneto, CA 95834, USA",TPNME0,NATOMAS MEADOWS,38.65359,-121.49417,250,"Sacramento,Ramon Camarena",TPNME0,Normal Geofence
22233149,"2008 MILKY WAY CIR, Roseville, CA",TPSRI0,SOLAIRE ILLUMINATION,38.679186,-121.246284,250,"Sacramento,Jose Hermosillo",TPSRI0,Normal Geofence
22233150,"14 LINNEA CT, Elk Grove, CA 95758, USA",KSSL00,SILVER LEAF,38.449141,-121.412265,250,"Sacramento,Hector M Michel",KSSL00,Normal Geofence
22233151,"2781 RIO GRANDE DR, Tracy, CA 95377, USA",WSEB00,BERKSHIRE,37.697601,-121.468831,250,"Central Valley,Andres Rodriguez",WSEB00,Normal Geofence
22233152,"3129 SOFIA DR, Lincoln, CA 95648, USA",WSPT00,PIAMONTE,38.84549,-121.251643,250,"Sacramento,Jose Hermosillo",WSPT00,Normal Geofence
22233153,"3190 SOFIA DR, Lincoln, CA 95648, USA",WSTT00,TIAMONTE,38.84549,-121.251643,250,"Sacramento,Jose Hermosillo",WSTT00,Normal Geofence
22233155,"644 BARTONVILLE RD, Lincoln, CA 95648, USA",WSTBB0,BOLERO,38.858833,-121.290568,250,"Sacramento,Jose Hermosillo",WSTBB0,Normal Geofence
22233156,"1500 CHARMACK CT, Woodland, Ca",WSPN00,THE PINES,41.603221,-73.087749,250,"Sacramento,Ramon Camarena",WSPN00,Normal Geofence
22233158,"8386 APOTHIC WAY, Elk Grove, Ca 95829, USA",WSGV00,GLENDON VINEYARDS,38.453643,-121.365322,250,"Sacramento,Hector M Michel",WSGV00,Normal Geofence
22233159,"2589 NORTHINGTON DR, Tracy, CA 95377, USA",WSEZ00,ZEPHYR,37.696395,-121.461857,250,"Central Valley,Andres Rodriguez",WSEZ00,Normal Geofence
22604257,"8995 Boomtown Garson Road, Verdi, NV 89439, USA",SRBT00,Boomtown,39.515862,-119.974043,250,"Reno,Christopher D Bullard",SRBT00,Normal Geofence
22630615,"https://www.google.com/maps/place/N+Fowler+Ave+%26+E+Clinton+Ave,+Fresno,+CA+93727/@36.7718914,-119.7184697,13z/data=!4m5!3m4!1s0x80945945b1a376c7:0x509a6eebf35b73ac!8m2!3d36.7721149!4d-119.6823135?hl=en&authuser=0					",CCMW20,Meadowod II,36.830554,-119.682099,250,"Central Valley,Julio Contreras",CCMW20,Normal Geofence
22630670,"https://www.google.com/maps/place/Fowler,+CA+93625/@36.6220238,-119.7062362,13z/data=!3m1!4b1!4m5!3m4!1s0x8094f4933ed235eb:0x77d76fbf3ced8c90!8m2!3d36.6305058!4d-119.6784697?hl=en					",WSSSC0,Somerset Crossing,36.630506,-119.67847,250,"Central Valley,Julio Garcia",WSSSC0,Normal Geofence
22630774,"https://www.google.com/maps/place/N+Armstrong+Ave+%26+E+Adams+Ave,+Fowler,+CA+93625/@36.634507,-119.6754762,17z/data=!3m1!4b1!4m5!3m4!1s0x8094f6b5f9ad3ae7:0xc2f8e94e26294ab8!8m2!3d36.6345027!4d-119.6732875?hl=en&authuser=0					",KBME00,Marshall Estates,36.636075,-119.673284,250,"Central Valley,Julio Garcia",KBME00 Marshall Estates,Normal Geofence
22713007,"2220 Cemo Cir, Gold River, CA 95670, USA",UPAA00,AURORA APARTMENTS,38.62094,-121.265758,250,"Sacramento,Robert Wayne Condon",UPAA00,Normal Geofence
22715847,"https://www.google.com/maps/place/N+Pasadena+Ave+%26+Pecan+Ave,+Waterford,+CA+95386/@37.6409151,-120.7726897,17z/data=!3m1!4b1!4m5!3m4!1s0x809102706c1c9dbb:0xc7d9505f49de1dcd!8m2!3d37.6409109!4d-120.770501?hl=en&authuser=0					",DREW00,Edgewater,37.641456,-120.77336,250,"Central Valley,Andres Rodriguez",DREW00,Normal Geofence
23127942,"4009 Hearst Castle Way, Rancho Cordova, CA 95742, USA",WSCM00,Woodside Magnolia,38.557361,-121.19554,250,"Sacramento,Hector M Michel",WSCM00,Normal Geofence
23201475,"9005 Boomtown Garson Road, Reno, NV 89523, USA",SRBT95,,39.515671,-119.973974,250,"Reno,Christopher D Bullard",SRBT95,Normal Geofence
23204255,"Sunbelt Way, Roseville, CA 95747, USA",TPSRR0,SOLAIRE RADIANCE,38.769396,-121.395166,250,"Sacramento,Jose Hermosillo",TPSRR0,Normal Geofence
23227632,"Greyhawk Dr & Eureka Rd, Granite Bay, CA 95746, USA",NHEGC0,GROVE COTTAGES,38.736628,-121.21999,250,"Sacramento,Jose Hermosillo",NHEGC0 GROVE COTTGES,Normal Geofence
23227754,"Greyhawk Dr & Eureka Rd, Granite Bay, CA 95746, USA",NHEGR0,GROVE RESIDENCE,38.736628,-121.21999,250,"Sacramento,Jose Hermosillo",NHEGR0 GROVE RESIDENCE,Normal Geofence
23239133,"36.731139,-120.046940",CC6302,TRACT 6302,36.731139,-120.04694,250,"Central Valley,Silvano Sanchez",CC6302,Normal Geofence
23240408,"S Buttonwillow Ave & E Duff Ave, Reedley, CA 93654, USA",CCBV00,,36.593279,-119.430908,250,"Central Valley,Julio Garcia",CCBV00,Normal Geofence
23241281,"36.356381,-119.305743",WSHP00,HIGLAND PARK,36.356381,-119.305743,250,"Central Valley,Silvano Sanchez",WSHP00,Normal Geofence
23275948,"8000 Folsom Blvd, Sacramento, CA 95826, USA",HD,#6620,38.548808,-121.411478,250,Sacramento,HD #6620,Normal Geofence
23276051,"2000 Howe Ave, Sacramento, CA 95825, USA",HD,#6966,38.602351,-121.415357,250,Sacramento,HD #6966,Normal Geofence
23276061,"4641 Florin Rd, Sacramento, CA 95823, USA",HD,#651,38.497632,-121.452521,250,Sacramento,HD #651,Normal Geofence
23276069,"3611 Truxel Rd, Sacramento, CA 95834, USA",HD,#6649,38.632946,-121.505896,250,Sacramento,HD #6649,Normal Geofence
23276077,"690 Riverpoint Ct, West Sacramento, CA 95605, USA",HD,#1846,38.589326,-121.546742,250,Sacramento,HD #1846,Normal Geofence
23276098,"1461 Meadowview Rd, Sacramento, CA 95832, USA",HD,#1003,38.481353,-121.50277,250,Sacramento,HD #1003,Normal Geofence
23276104,"9150 W Stockton Blvd, Elk Grove, CA 95758, USA",HD,#6674,38.424976,-121.402415,250,Sacramento,HD #6674,Normal Geofence
23276120,"4550 Roseville Rd, North Highlands, CA 95660, USA",WC,#020,38.650189,-121.391191,250,Sacramento,WC #020,Normal Geofence
23276256,"1001 Fee Dr, Sacramento, CA 95815, USA",WC,#034,38.60078,-121.443564,250,Sacramento,WC #034,Normal Geofence
23276334,"801 Striker Ave, Sacramento, CA 95834, USA",SOUTHERN,CARLSON,38.651618,-121.479647,250,Sacramento,SOUTHERN CARLSON,Normal Geofence
23276752,"Summit Ridge Ct, Reno, NV 89523, USA",HD,#3311,39.520611,-119.863758,250,Reno,HD #3311,Normal Geofence
23276769,"2955 Northtowne Ln, Reno, NV 89512, USA",HD,#3304,39.556235,-119.782049,250,Reno,HD #3304,Normal Geofence
23276783,"6590 S Virginia St, Reno, NV 89511, USA",HD,# 3310,39.466536,-119.78243,250,Reno,HD #3310,Normal Geofence
23276790,"1001 Steamboat Pkwy, Reno, NV 89521, USA",HD,#8560,39.425022,-119.740576,250,Reno,HD #8560,Normal Geofence
23276798,"4655 Galleria Pkwy, Sparks, NV 89436, USA",HD,#3313,39.578,-119.742423,250,Reno,HD #3313,Normal Geofence
23276808,"3185 Market St, Carson City, NV 89706, USA",HD,#3309,39.187391,-119.757612,250,Reno,HD #3309,Normal Geofence
23276816,"1830 E Lincoln Way, Sparks, NV 89434, USA",WC,#040,39.534037,-119.713004,250,Reno,WC #040,Normal Geofence
23277139,"5075 Kietzke Ln, Reno, NV 89509, USA",LWS,#0321,39.476078,-119.793545,250,Reno,LWS #0321,Normal Geofence
23277735,"2250 Lake Washington Blvd, West Sacramento, CA 95691, USA",LWS,#2755,38.555096,-121.538473,250,Sacramento,LWS #2755,Normal Geofence
23277970,"8369 Power Inn Rd, Elk Grove, CA 95624, USA",LWS,#1148,38.453586,-121.403633,250,Sacramento,LWS #1148,Normal Geofence
23278046,"3251 Zinfandel Dr, Rancho Cordova, CA 95670, USA",LWS,#2341,38.583598,-121.283595,250,Sacramento,LWS #2341,Normal Geofence
23278107,"7840 Greenback Ln, Citrus Heights, CA 95610, USA",LWS,#1540,38.678339,-121.273201,250,Sacramento,LWS #1540,Normal Geofence
23278157,"1735 CA-140, Merced, CA 95341, USA",HD,#6618,37.304139,-120.506464,250,Central Valley,HD #6618,Normal Geofence
23278172,"1750 W Olive Ave, Merced, CA 95348, USA",LWS,#1672,37.318739,-120.497432,250,Central Valley,LWS #1672,Normal Geofence
