ID,Address,Job Number,Job Name,Latitude,Longitude,Radius,Tags,Notes,Type
25180311,"https://www.google.com/maps/place/The+Cliffs+at+Somersett/@39.5376751,-119.9543567,17z/data=!4m12!1m6!3m5!1s0x809945452404011d:0xc13a4a2d2d404a3!2sThe+Cliffs+at+Somersett!8m2!3d39.537703!4d-119.9521711!3m4!1s0x809945452404011d:0xc13a4a2d2d404a3!8m2!3d39.537703!4d-119.9521711",TBCF00,THE CLIFFS,39.537671,-119.952168,250,,TBCF00 THE CLIFFS,Normal Geofence
25180363,"https://www.google.com/maps/place/Catalina+at+Stonebrook/@39.6317394,-119.7030047,17z/data=!4m12!1m6!3m5!1s0x8099394f41432151:0xbfd4f6227c19a94c!2sCatalina+at+Stonebrook!8m2!3d39.6317353!4d-119.700816!3m4!1s0x8099394f41432151:0xbfd4f6227c19a94c!8m2!3d39.6317353!4d-119.700816",TBCT00,CATALINA,39.631735,-119.700816,250,"Reno,Wesley Wilson",TBCT00 CATALINA,Normal Geofence
25180381,"https://www.google.com/maps/place/Merida+at+Stonebrook/@39.6308106,-119.7023712,17z/data=!4m12!1m6!3m5!1s0x809939ff24cb96e1:0x9e797e0167e05e9!2sMerida+at+Stonebrook!8m2!3d39.6307984!4d-119.7001633!3m4!1s0x809939ff24cb96e1:0x9e797e0167e05e9!8m2!3d39.6307984!4d-119.7001633",TBMD00,MERIDA,39.630806,-119.700182,250,"Reno,Wesley Wilson",TBMD00 MERIDA,Normal Geofence
25180399,"https://www.google.com/maps/place/1625+River+Hill+Way,+Reno,+NV+89523/@39.524775,-119.9151817,17z/data=!4m13!1m7!3m6!1s0x809944444f919729:0x97cfedab2ec6479e!2s1625+River+Hill+Way,+Reno,+NV+89523!3b1!8m2!3d39.524775!4d-119.912993!3m4!1s0x809944444f919729:0x97cfedab2ec6479e!8m2!3d39.524775!4d-119.912993",DWSBR0,SOMERSET BRAE,39.524775,-119.912993,250,"Reno,Wesley Wilson",DWSBR0 SOMERSET BRAE,Normal Geofence
25180536,"https://www.google.com/maps/place/Kinglet+Dr+%26+Fuggles+Dr,+Spanish+Springs,+NV+89441/@39.6644328,-119.7311413,16z/data=!4m13!1m7!3m6!1s0x809936fd30856607:0xa75501236f65029!2sKinglet+Dr+%26+Fuggles+Dr,+Spanish+Springs,+NV+89441!3b1!8m2!3d39.6644535!4d-119.7316778!3m4!1s0x809936fd30856607:0xa75501236f65029!8m2!3d39.6644535!4d-119.7316778",TBCR00,CINNAMON RIDGE,39.664927,-119.733927,250,"Reno,Wesley Wilson",TBCR00 CINNAMON RIDGE,Normal Geofence
25180634,"https://www.google.com/maps/place/Commodore+Dr,+Reno,+NV+89523/@39.5165523,-119.983074,17z/data=!4m13!1m7!3m6!1s0x80995b29e8aa94cb:0xda1b97c3599fd30d!2sCommodore+Dr,+Reno,+NV+89523!3b1!8m2!3d39.5165482!4d-119.9808853!3m4!1s0x80995b29e8aa94cb:0xda1b97c3599fd30d!8m2!3d39.5165482!4d-119.9808853",VCQT20,QUEST II,39.516548,-119.980885,250,"Reno,Christopher D Bullard",VCQT20 QUEST II,Normal Geofence
25180677,"https://www.google.com/maps/place/Ladera+Ranch+by+D.R.+Horton/@39.5999182,-119.8063554,15z/data=!4m5!3m4!1s0x0:0x3a44bedfb484e90d!8m2!3d39.5998295!4d-119.8064044",DRLR00,LADERA RANCH,39.599918,-119.806355,250,"Reno,Joaquin Gonzalez-Cruz",DRLR00 LADERA RANCH,Normal Geofence
25180740,"https://www.google.com/maps/place/9601+Lane+Garrett+Dr,+Reno,+NV+89511/@39.4436222,-119.7779946,17z/data=!4m13!1m7!3m6!1s0x809915b09cc5bd21:0x85dba7d96116618d!2s9601+Lane+Garrett+Dr,+Reno,+NV+89511!3b1!8m2!3d39.4436222!4d-119.7758059!3m4!1s0x809915b09cc5bd21:0x85dba7d96116618d!8m2!3d39.4436222!4d-119.7758059",DWHR00,HOLCOMB RANCH,39.443622,-119.775806,250,"Reno,Joaquin Gonzalez-Cruz",DWHR00 HOLCOMB RANCH,Normal Geofence
25180881,"https://www.google.com/maps/place/Arbor+Villa's/@39.1582786,-119.7626792,16z/data=!4m13!1m7!3m6!1s0x8099a0713c1d2af9:0x15da8e49c3679983!2sLittle+Ln,+Carson+City,+NV!3b1!8m2!3d39.1573968!4d-119.7586344!3m4!1s0x8099a1095c39c297:0x3c6722beb966b2bc!8m2!3d39.1579113!4d-119.7583107?hl=en",CCAV20,ARBOR VILLAS PHASE2,39.157911,-119.758311,250,"Reno,Joaquin Gonzalez-Cruz",CCAV20 ARBOR VILLAS PHASE2,Normal Geofence
25180909,"https://www.google.com/maps/place/North+Valleys+Regional+Park+Parking+Lot/@39.6218105,-119.8695693,17z/data=!4m13!1m7!3m6!1s0x809948d9a8b73d77:0x4768c0993431f9f1!2sSky+Vista+Pkwy+%26+Trading+Post+Rd,+Reno,+NV+89506!3b1!8m2!3d39.6218064!4d-119.8673806!3m4!1s0x8099491195775a4d:0xcd4726a3dde87b11!8m2!3d39.6222057!4d-119.8640984",SRVE00, VISTA ENCLAVE,39.623518,-119.865518,250,"Reno,Joaquin Gonzalez-Cruz",SRVE00  VISTA ENCLAVE,Normal Geofence
25181450,"https://www.google.com/maps/place/Cottages+at+Copper+View/@39.4259323,-119.7519185,14.25z/data=!4m9!1m2!2m1!1stoll+brothers+cottages+at+copper+view!3m5!1s0x0:0xefef9aba915bff03!8m2!3d39.4125022!4d-119.7161917!15sCiV0b2xsIGJyb3RoZXJzIGNvdHRhZ2VzIGF0IGNvcHBlciB2aWV3IgOIAQFaJyIldG9sbCBicm90aGVycyBjb3R0YWdlcyBhdCBjb3BwZXIgdmlld5IBDGhvbWVfYnVpbGRlcg",TBCG00,COTTAGE AT CARMELLA,39.4125,-119.7162,250,"Reno,Joaquin Gonzalez-Cruz",TBCG00 COTTAGE AT CARMELLA,Normal Geofence
25181465,"https://www.google.com/maps/place/Copper+View+at+Caramella+Ranch/@39.412446,-119.7183897,17z/data=!4m12!1m6!3m5!1s0x8099152433e6d1e9:0x37095ce9b6b15faa!2sCopper+View+at+Caramella+Ranch!8m2!3d39.4124541!4d-119.7161705!3m4!1s0x8099152433e6d1e9:0x37095ce9b6b15faa!8m2!3d39.4124541!4d-119.7161705",TBCV00,COPPER VIEW,39.412446,-119.716201,250,"Reno,Joaquin Gonzalez-Cruz",TBCV00 COPPER VIEW,Normal Geofence
25181508,"2937 Amethyst Hills Dr, Reno, NV 89521",TBEW00,EDGE WORTH,39.40657,-119.721496,250,"Reno,Joaquin Gonzalez-Cruz",TBEW00 EDGE WORTH,Normal Geofence
25181580,"https://www.google.com/maps/place/Cantaro+at+Rancharrah/@39.4695261,-119.79901,17z/data=!4m12!1m6!3m5!1s0x809947c3c9282753:0x538b25db1c0f070!2sCantaro+at+Rancharrah!8m2!3d39.4695944!4d-119.7967653!3m4!1s0x809947c3c9282753:0x538b25db1c0f070!8m2!3d39.4695944!4d-119.7967653",TBRC00,CANTARO,34.746227,-86.464241,250,"Reno,Joaquin Gonzalez-Cruz",TBRC00 CANTARO,Normal Geofence
25181617,"https://www.google.com/maps/place/Regency+at+Caramella+Ranch/@39.4086955,-119.7259947,17z/data=!3m1!4b1!4m5!3m4!1s0x8099153bfa1c7587:0xe8d66bd1047916c3!8m2!3d39.4086914!4d-119.723806",TBRGCR,REGENCY @ CARMELLA,39.409288,-119.727454,250,"Reno,Joaquin Gonzalez-Cruz",TBRGCR REGENCY @ CARMELLA,Normal Geofence
25181671,"https://www.google.com/maps/place/Latigo+at+Rancharrah/@39.4735473,-119.7987407,14.75z/data=!4m9!1m2!2m1!1stoll+brothers+latigo+ranch+harrah!3m5!1s0x0:0xd2ceb71b79618a6!8m2!3d39.4695944!4d-119.7967653!15sCh90b2xsIGJyb3RoZXJzIGxhdGlnbyByYW5jaGFycmFoIgOIAQFaISIfdG9sbCBicm90aGVycyBsYXRpZ28gcmFuY2hhcnJhaJIBDGhvbWVfYnVpbGRlcg",TBRH00,RANCH HARRAH,39.469522,-119.796821,250,"Reno,Joaquin Gonzalez-Cruz",TBRH00 RANCH HARRAH,Normal Geofence
25181741,"https://www.google.com/maps/place/Sky+Meadow+at+Caramella+Ranch/@39.4076673,-119.7206111,17z/data=!3m1!4b1!4m5!3m4!1s0x80991528e99b0075:0x66b97d4933a428a4!8m2!3d39.4075858!4d-119.7183946",TBSM00,SKY MEADOWS,39.412023,-119.717822,250,"Reno,Joaquin Gonzalez-Cruz",TBSM00 SKY MEADOWS,Normal Geofence
25181794,"https://www.google.com/maps/place/Sorrento+Trail+at+Bella+Vista+Ranch/@39.443503,-119.7234874,17z/data=!4m12!1m6!3m5!1s0x809915b6636525f5:0xa59abbb61732d18e!2sSorrento+Trail+at+Bella+Vista+Ranch!8m2!3d39.4434989!4d-119.7212987!3m4!1s0x809915b6636525f5:0xa59abbb61732d18e!8m2!3d39.4434989!4d-119.7212987",TBST00,SORRENTO TRAIL,39.444023,-119.722481,250,"Reno,Joaquin Gonzalez-Cruz",TBST00 SORRENTO TRAIL,Normal Geofence
25181812,"https://www.google.com/maps/place/2355+W+4th+St,+Reno,+NV+89523/@39.5220444,-119.8440759,17z/data=!4m13!1m7!3m6!1s0x809946d399da02a9:0x912af74854dc019!2s2355+W+4th+St,+Reno,+NV+89523!3b1!8m2!3d39.5220444!4d-119.8418872!3m4!1s0x809946d399da02a9:0x912af74854dc019!8m2!3d39.5220444!4d-119.8418872?hl=en",ACMV00,,39.522044,-119.841887,250,"Reno,Joaquin Gonzalez-Cruz",ACMV00,Normal Geofence
25181938,"https://www.google.com/maps/place/W+4th+St+%26+Summit+Ridge+Dr,+Reno,+NV+89523/@39.5194217,-119.8499743,17z/data=!4m13!1m7!3m6!1s0x809946cd9d9eaadf:0x7780ebbf18041a50!2sW+4th+St+%26+Summit+Ridge+Dr,+Reno,+NV+89523!3b1!8m2!3d39.5194217!4d-119.8477856!3m4!1s0x809946cd9d9eaadf:0x7780ebbf18041a50!8m2!3d39.5194217!4d-119.8477856",DWMVT0,,39.511022,-119.870645,250,"Reno,Joaquin Gonzalez-Cruz",DWMVT0,Normal Geofence
25181997,"https://www.google.com/maps/place/880+Tourmaline+Dr,+Carson+City,+NV+89705/@39.0940201,-119.7828517,17z/data=!4m13!1m7!3m6!1s0x8099a1e4314cc591:0x5fd69e65ef576958!2s880+Tourmaline+Dr,+Carson+City,+NV+89705!3b1!8m2!3d39.094016!4d-119.780663!3m4!1s0x8099a1e4314cc591:0x5fd69e65ef576958!8m2!3d39.094016!4d-119.780663",FHVVOO,,39.094016,-119.780663,250,"Reno,Joaquin Gonzalez-Cruz",FHVVOO,Normal Geofence
25182561,"Ferretto Pkwy, Dayton, NV 89403, USA",KDVR00,RIVER PARK,39.29445,-119.506833,250,"Reno,Joaquin Gonzalez-Cruz",KDVR00 RIVER PARK,Normal Geofence
25182579,"Ferretto Pkwy, Dayton, NV 89403, USA",KDRV00,RIVERPARK,39.296277,-119.505331,250,"Reno,Joaquin Gonzalez-Cruz",KDRV00 RIVERPARK,Normal Geofence
25182819,"Calamity Ct, Reno, NV 89506, USA",KDJC00,JC ESTANCIA,39.613948,-119.844713,250,"Reno,Joaquin Gonzalez-Cruz",KDJC00 JC ESTANCIA,Normal Geofence
25182958,"959 Kathryn Ct, Fernley, NV 89408, USA",DRTV00,TUSCANY VILLAS,39.591541,-119.234972,250,"Reno,Wesley Wilson",DRTV00 TUSCANY VILLAS,Normal Geofence
25183040,"Slater Mill Dr, Spanish Springs, NV 89441, USA",KDBS00,BLACKSTONE,39.667321,-119.698457,250,"Reno,Wesley Wilson",KDBS00 BLACKSTONE,Normal Geofence
25251921,"W Cross Ave & Tulare Dr, Tulare, CA 93274, USA",DROK00,OAKCREST,36.210597,-119.374059,250,"Central Valley,Julio Garcia",DROK00 OAKCREST,Normal Geofence
25599216,"Patterson, CA 95363, USA",ACSVRR,STONE VILLAGE R&R,37.480726,-121.129937,250,"Central Valley,Albert Sanchotena",ACSVRR STONE VILLAGE R&R,Normal Geofence
25607183,"Avenue 26 & Golf Dr W, Chowchilla, CA 93610, USA",CCGH00,GREENHILLS,37.127288,-120.224157,250,"Central Valley,Albert Sanchotena",CCGH00 GREENHILLS,Normal Geofence
25761202,"1066-1242 Pettinotti Rd, Merced, CA 95348",JCLSS0,LANTANA ,37.342841,-120.49769,250,"Central Valley,Leo Diaz",JCLSS0 LANTANA,Normal Geofence
25819292,"Goldfields Pkwy & Linda Ave, Linda, CA 95901, USA",LGOR20,ORCHARDSII,39.123496,-121.533208,250,Sacramento,LGOR20 ORCHARDSII,Normal Geofence
25880034,"Greenfield Union Elementary, California",JB6712,TRACT6712 PHASE 2,35.295132,-118.993604,250,"Central Valley,Leo Diaz",JB6712 TRACT6712 PHASE 2,Normal Geofence
26026232,"Pitt School Rd & Hillview Dr, Dixon, CA 95620, USA",DRSA20,SAVANNAH II,38.439926,-121.848031,250,"Sacramento,Gael Cortez Pozos",DRSA20 SAVANNAH II,Normal Geofence
26068985,"Fillingham Ln & Market St, Roseville, CA 95747, USA",KVASS2,ASPIRE AT SOLAIRE II,38.768804,-121.376969,250,"Sacramento,Jose Hermosillo",KVASS2 ASPIRE AT SOLAIRE II,Normal Geofence
26070492,"CA-41 & Avenue 15, California 93636, USA",MCTVI0,TESORO VIEJO IVY,36.96785,-119.7746,250,"Central Valley,Billy Davis",MCTVI0 TESORO VIEJO IVY,Normal Geofence
26222588,"5646 W Mineral King Ave, Visalia, CA 93291, USA",SJMOP0,MISSION OAKS,36.328183,-119.354178,250,"Central Valley,Leo Diaz",SJMOP0 MISSION OAKS,Normal Geofence
26222655,"7900 Quail Ridge Ct, Sun Valley, NV 89433, USA",DRLR20,LADERA RANCH II,39.595899,-119.803679,250,"Reno,Joaquin Gonzalez-Cruz",DRLR20 LADERA RANCH II,Normal Geofence
26399168,"4033 San Juan Ave, Fair Oaks, CA 95628, USA",GEEOC0,OAK AT CARMICHAEL,38.637256,-121.292278,250,"Sacramento,Forrest George Mccurdy",GEEOC0 OAK AT CARMICHAEL,Normal Geofence
26399205,"Eagle Ridge Dr, Gilroy, CA 95020, USA",TMER00,EAGLE RIDGE,36.996517,-121.601814,250,"Central Valley,Albert Sanchotena",TMER00 EAGLE RIDGE,Normal Geofence
26399253,"N Giddings St & W Riggin Ave, Visalia, CA 93291, USA",WSHP00,HUCKLEBERRY PARK,36.35639,-119.305738,250,"Central Valley,Julio Garcia",WSHP00 HUCKLEBERRY PARK,Normal Geofence
26636644,"Vineyard Rd & Cook Riolo Rd, California 95747, USA",HTWC00,WISPERING CREEK,38.743635,-121.336986,250,"Sacramento,Jose Hermosillo",HTWC00 WISPERING CREEK,Normal Geofence
26636689,"East Ave & 12th St, Lincoln, CA 95648, USA",MHML20,MEADOELANDS II (70'S),38.901027,-121.284185,250,"Sacramento,Jose Hermosillo",MHML20 MEADOELANDS II (70'S),Normal Geofence
26706208,"320 Grand Canyon Blvd, Reno, NV 89502, USA",DWGC00,320 GRAND CANYON,39.509048,-119.802149,250,Reno,DWGC00 320 GRAND CANYON,Normal Geofence
26778526,"85 Scholar Way, Folsom, CA 95630, USA",UPSF00,SAGE AT FOLSOM,38.659327,-121.126264,250,"Sacramento,Robert Wayne Condon",UPSF00 SAGE AT FOLSOM,Normal Geofence
26804447,"Holman Rd & Hendrix Dr, Stockton, CA 95212, USA",LGCP00,CANNERY PARK,38.049597,-121.273153,250,"Sacramento,Gael Cortez Pozos",LGCP00 CANNERY PARK,Normal Geofence
26804570,"89 Scholar Way, Folsom, CA 95630, USA",UPSF00,SAGA AT FOLSOM,38.658892,-121.126109,250,"Sacramento,Robert Wayne Condon",UPSF00 SAGA AT FOLSOM,Normal Geofence
26827544,"Whitney Ranch Pkwy & Wildcat Blvd, Rocklin, CA 95765, USA",JMWR63,Whitney Ranch 63 & 69 Edgefield,38.830384,-121.28804,250,"Sacramento,Jose Hermosillo",JMWR63 Whitney Ranch 63 & 69 Edgefield,Normal Geofence
26884917,"804 Maple Way, Fallon, NV 89406, USA",DRTL00,LIBERTY,39.485552,-118.786416,250,"Reno,Wesley Wilson",DRTL00 LIBERTY,Normal Geofence
26952781,"E Wilson Rd & S Fairfax Rd, California 93307, USA",DRAC00,ABBEY COURT,35.332525,-118.932028,250,"Central Valley,Julio Garcia",DRAC00 ABBEY COURT,Normal Geofence
27122586,"Minden, NV 89423, USA",SYMVD0,MONTE VISTA,38.960965,-119.776205,250,"Reno,James Vahle",SYMVD0 MONTE VISTA,Normal Geofence
27157722,"Ellis St & N D St, California 93638, USA",CCOM00,MADERA OMNI,36.986901,-120.063184,250,"Central Valley,Albert Sanchotena",CCOM00 MADERA OMNI,Normal Geofence
27157747,"12th St & East Ave, Lincoln, CA 95648, USA",MHML30,MEDOWLANDS III,38.901027,-121.284185,250,"Sacramento,Jose Hermosillo",MHML30 MEDOWLANDS III,Normal Geofence
27157830,"Savannah Pkwy, Folsom, CA 95630, USA",TPMRL0,MANGINI RANCH LONESTAR,38.634132,-121.107357,250,"Sacramento,Hector M Michel",TPMRL0 MANGINI RANCH LONESTAR,Normal Geofence
27157837,"Savannah Pkwy, Folsom, CA 95630, USA",TPMRE0,MANGINI RANCH EASTWOOD,38.634132,-121.107357,250,"Sacramento,Hector M Michel",TPMRE0 MANGINI RANCH EASTWOOD,Normal Geofence
27372734,"3225 S Orange Ave, Fresno, CA 93725, USA",G3NP19,NORTH POINT BLDG 19,36.688388,-119.7645,250,"Central Valley,Billy Davis",G3NP19 NORTH POINT BLDG 19,Normal Geofence
27570510,"N Laverne Ave & E Belmont Ave, McLane, CA 93727, USA",KBCV00,CENTRELLAS VILLAS ,36.750378,-119.678643,250,"Central Valley,Julio Contreras",KBCV00 CENTRELLAS VILLAS,Normal Geofence
27570826,"Morningstar Ave & Morning Dr, Bakersfield, CA 93306, USA",LGMR00,MORNINGSTAR RANCH,35.40124,-118.914304,250,"Central Valley,Julio Garcia",LGMR00 MORNINGSTAR RANCH,Normal Geofence
27627404,"1200 Eastlake Blvd, New Washoe City, NV 89704, USA",CRCE00,COLLINSWORTH EASTLAKE,39.316733,-119.790167,250,"Reno,Joaquin Gonzalez-Cruz",CRCE00 COLLINSWORTH EASTLAKE,Normal Geofence
27663083,"1308 W Sedona Ave, Visalia, CA 93291, USA",WSHPT0,HIGHLAND PARK 2,36.358275,-119.306109,250,"Central Valley,Leo Diaz",WSHPT0 HIGHLAND PARK 2,Normal Geofence
27804818,"4789 Black Falcon Way, Sun Valley, NV 89433",DWFRN0,FALCON RIDGE NORTH,39.553432,-119.77891,250,"Reno,Wesley Wilson",DWFRN0 FALCON RIDGE NORTH,Normal Geofence
27805032,"Green Mountain Ln, Rocklin, CA 95677, USA",NHRM00,ROCKLIN MEADOWS,38.782,-121.222458,250,"Sacramento,Jose Hermosillo",NHRM00 ROCKLIN MEADOWS,Normal Geofence
27935455,"Rancho Cordova Pkwy & Cobble Brook Dr, Rancho Cordova, CA 95742, USA",KVTRS0,THE RNCH SAGEBRUSH,38.550518,-121.218331,250,Sacramento,KVTRS0 THE RNCH SAGEBRUSH,Normal Geofence
28128186,"Chrysanthy Boulevard &, Rancho Cordova Pkwy, Rancho Cordova, CA 95742, USA",KVTRM0,THE RANCH ASPIRE MONTROSE,38.548022,-121.215641,250,Sacramento,KVTRM0 THE RANCH ASPIRE MONTROSE,Normal Geofence
28172443,"306 Marewood Ct, Reno, NV 89511, USA",TBRH20,RANCHARRAH LATIGO II,39.471785,-119.802086,250,"Reno,Joaquin Gonzalez-Cruz",TBRH20 RANCHARRAH LATIGO II,Normal Geofence
28196504,"K. Hovnanian Homes Sagebrush at The Ranch, Chrysanthy Boulevard &, Rancho Cordova Pkwy, Rancho Cordova, CA 95742",KVTRA0,RANCH ASPIRE SORINGS,38.550208,-121.224049,250,Sacramento,KVTRA0 RANCH ASPIRE SORINGS,Normal Geofence
28196545,"1250 W 2nd St, Reno, NV 89503, USA",DW2SA0,2ND STREET APARTMENTS,39.52358,-119.829375,250,Reno,DW2SA0 2ND STREET APARTMENTS,Normal Geofence
28196619,"Blue Oaks Blvd & Westbrook Blvd, Westpark, CA 95747, USA",DRWC20,WINDING CREEK THE WILDS II,38.79557,-121.387435,250,"Sacramento,Jose Hermosillo",DRWC20 WINDING CREEK THE WILDS II,Normal Geofence
28250416,"Bellevue Rd & M St, Merced, CA 95348, USA",DRMR50,MONTERA V,37.361108,-120.477166,250,"Central Valley,Silvano Sanchez",DRMR50 MONTERA V,Normal Geofence
28252399,"1235 N Minnewawa Ave, Clovis, CA 93619, USA",QGTW01,WELL COMMUNITY CHURCH,36.852964,-119.709879,250,"Central Valley,Billy Davis",QGTW01 WELL COMMUNITY CHURCH,Normal Geofence
28258264,"Fountain Dr & Woodside Dr, West Sacramento, CA 95605, USA",KSTC00,THE COVE,38.601187,-121.516845,250,"Sacramento,Ramon Camarena",KSTC00 THE COVE,Normal Geofence
28258291,"PFE Rd & Walerga Rd, California 95747, USA",KSHS00,HOMESTEAD,38.728804,-121.364641,250,"Sacramento,Jose Hermosillo",KSHS00 HOMESTEAD,Normal Geofence
28259197,3008 Felix Ave Fowler Ca 93635,CVC,Central Valley-Fowler,36.607603,-119.661718,250,Central Valley,CVC Central Valley-Fowler,Normal Geofence
28259830,"Tulare, CA 93274, USA",CCLH00,LIBERTY HILL,36.197045,-119.368324,250,"Central Valley,Leo Diaz",CCLH00 LIBERTY HILL,Normal Geofence
28308274,"Madera Unified School District, CA, USA",CCPO00,OMNI,36.941073,-120.112735,250,"Central Valley,Leo Diaz",CCPO00 OMNI,Normal Geofence
28412374,"CA-41 & Avenue 15, California 93636, USA",MCTVS0,TESORO VIEJO SANANNA,36.971998,-119.781767,250,Central Valley,MCTVS0 TESORO VIEJO SANANNA,Normal Geofence
28517766,"3211 S East Ave, Fresno, CA 93725, USA",G3HCW0,HAWK CIVIL WORK,36.687696,-119.76894,250,"Central Valley,Billy Davis",G3HCW0 HAWK CIVIL WORK,Normal Geofence
28518116,"W Cardella Rd & Kansas St, California 95348, USA",DRLN00,LANTANA,37.346507,-120.497391,250,"Central Valley,Silvano Sanchez",DRLN00 LANTANA,Normal Geofence
28545999,"2424 Butte Creek Dr, Sparks, NV 89436, USA",TBACC0,ALICANTE CC,39.634428,-119.698481,250,"Reno,Wesley Wilson",TBACC0 ALICANTE CC,Normal Geofence
28694888,"Walerga Rd & Farrier Way, California 95747, USA",WSBVC0,BRADY VINEYARDS CABERNET,38.742793,-121.364733,250,"Sacramento,Jose Hermosillo",WSBVC0 BRADY VINEYARDS CABERNET,Normal Geofence
28694987,"Walerga Rd & Farrier Way, California 95747, USA",WSBVM,0 BRADY VINEYARDS MOSCATO,38.742793,-121.364733,250,"Sacramento,Jose Hermosillo",WSBVM 0 BRADY VINEYARDS MOSCATO,Normal Geofence
28703178,"S Sunnyside Ave & E South Ave, Fowler, CA 93625, USA",KVAS2B,ASPIRE AT SUNNYSIDE,36.619976,-119.691242,250,Central Valley,KVAS2B ASPIRE AT SUNNYSIDE,Normal Geofence
28829636,"Roseville, CA, USA",ABSTR2,(TSR-II),38.752124,-121.288006,250,"Sacramento,Robert Wayne Condon",ABSTR2 (TSR-II),Normal Geofence
28898130,"Liberty, Bakersfield, CA 93313, USA",RG7262,TRACT 7262,35.29192,-119.08381,250,"Central Valley,Leo Diaz",RG7262 TRACT 7262,Normal Geofence
28898164,"Yosemite Dr & Pin Oak Ln, Chico, CA 95928, USA",DRSPW0,SPARROW (OAK VALLEY),39.74431,-121.779767,250,"Sacramento,Ramon Camarena",DRSPW0 SPARROW (OAK VALLEY),Normal Geofence
28909546,"S Frankwood Ave & E South Ave, Reedley California 93654, USA",SJSR00,SAN RIO (FRANKWOOD),36.618707,-119.448744,250,Central Valley,SJSR00 SAN RIO (FRANKWOOD),Normal Geofence
29063466,"E Hatch Rd & Euclid Ave, Hughson, CA 95326, USA",KBFD20,FIELSTONE II,37.60921,-120.851711,250,"Central Valley,Andres Rodriguez",KBFD20 FIELSTONE II,Normal Geofence
29272243,"2500 Emerson Cir, Fernley, NV 89408, USA",DRTV20,TUSCANY VILLAS 2,39.590021,-119.226622,250,"Reno,Wesley Wilson",DRTV20 TUSCANY VILLAS 2,Normal Geofence
29401644,"Blue Oaks Blvd & Westpark Dr, Westpark, CA 95747, USA",DRIS00,ROSEVILLE ISLES,38.795183,-121.379785,250,"Sacramento,Jose Hermosillo",DRIS00 ROSEVILLE ISLES,Normal Geofence
29507227,"784 Karen Ct, Fallon, NV 89406, USA",DRTL20,LIBERTYII (DIAMOND CREEK),39.485591,-118.785936,250,"Reno,Wesley Wilson",DRTL20 LIBERTYII (DIAMOND CREEK),Normal Geofence
29938384,"North Ave & Greenwood Ave, Sanger, CA 93657, USA",DRSER0,SERENADE,36.692268,-119.565407,250,Central Valley,DRSER0 SERENADE,Normal Geofence
29938417,"CA-145 & W Pecan Ave, Madera, CA 93637, USA",DRPS00,PECAN SQUARE,36.938343,-120.056003,250,"Central Valley,Silvano Sanchez",DRPS00 PECAN SQUARE,Normal Geofence
30088923,"Vanden Rd & Jerrylee Rd, California 95687, USA",RAVMS0,VANDEN MEADOWS SEASON,38.318948,-121.943771,250,"Sacramento,Gael Cortez Pozos",RAVMS0 VANDEN MEADOWS SEASON,Normal Geofence
30088975,"PFE Rd & Walerga Rd, California 95747, USA",DRME00,MELROSE,38.728804,-121.364641,250,"Sacramento,Jose Hermosillo",DRME00 MELROSE,Normal Geofence
30330820,"N Mooney Blvd & Seminole Ave, Tulare, CA 93274, USA",DROC20,OAK TREE II,36.218564,-119.312927,250,"Central Valley,Julio Garcia",DROC20 OAK TREE II,Normal Geofence
30388842,"1661 Buttonwillow St, Minden, NV 89423, USA",SYMVV0,MONTE VISTA,38.960617,-119.772968,250,"Reno,James Vahle",SYMVV0 MONTE VISTA,Normal Geofence
30653528,"Neff Rnch Dr, Spanish Springs, NV 89441, USA",TBHRM0,HARRIS RANCH V1 (MAGNOLIA),39.68593,-119.693371,250,Reno,TBHRM0 HARRIS RANCH V1 (MAGNOLIA),Normal Geofence
30653617,"Kings River Dr, Spanish Springs, NV 89441, USA",TBHRW0,HARRIS RANCH V2 (WILLOWS),39.690741,-119.692402,250,Reno,TBHRW0 HARRIS RANCH V2 (WILLOWS),Normal Geofence
30817765,"Rd 16 & Lindquist St, California 93631, USA",SJSL00,SUMMERLIN,36.513088,-119.538847,250,"Central Valley,Julio Contreras",SJSL00 SUMMERLIN,Normal Geofence
31084612,"E Bidwell St & White Rock Rd, California 95683, USA",TPFRL0,FOLSOM RANCH LARIAT,38.621385,-121.113775,250,"Sacramento,Hector M Michel",TPFRL0 FOLSOM RANCH LARIAT,Normal Geofence
31124824,"S Pinkham St & E K Ave, Visalia, CA 93292, USA",SJVDS0,VISTA DEL SOL,36.306194,-119.269453,250,"Central Valley,Julio Contreras",SJVDS0 VISTA DEL SOL,Normal Geofence
31125137,"Sparks, NV, USA",JSKSA0,KILEY RANCH HOMECOMING,39.600877,-119.721983,250,Reno,JSKSA0 KILEY RANCH HOMECOMING,Normal Geofence
31159655,"Sparks, NV, USA",DWEP00,EAGLE PEAK,39.569275,-119.720566,250,"Reno,Wesley Wilson",DWEP00 EAGLE PEAK,Normal Geofence
31427041,"Hawk View Rd & Sienna Ridge Rd, California 95762, USA",TBHR00,HIDDEN RIDGE,38.671075,-121.02869,250,Sacramento,TBHR00 HIDDEN RIDGE,Normal Geofence
31646416,"Ben Maddox Way & E K Ave, Visalia, CA 93292, USA",DRBW00,BRACKENWOOD,36.307344,-119.274192,250,"Central Valley,Julio Garcia",DRBW00 BRACKENWOOD,Normal Geofence
